image_id,image_path,geohash,caption
caption_gt_0378,DEA_VLM_images/ga_ls8c_ard_3-x55y31-2020-patches/ga_ls8c_ard_3-x55y31-2020-r1v0yjt-2020-01-04-raw.png,r1v0yjt,"The image predominantly features cultivated terrestrial vegetation and cropland, with extensive tan and light brown hues indicating large agricultural fields covering most of the area. Scattered artificial surfaces, likely small settlements or farm structures, are visible as darker rectangular patches, especially near the center and bottom parts of the image. Road corridors are evident, running vertically and horizontally through the center, linking various artificial surfaces. Bare ground patches are interspersed within the cropland, with some areas of natural vegetation present but limited. The balance is strongly dominated by cultivated fields with minor artificial and bare surface coverage, reflecting a landscape primarily used for agriculture. The overall color pattern is dominated by shades of tan and brown, with dark patches marking artificial surfaces. Several artificial surface patches are directly connected to the main vertical and horizontal road corridors, indicating that access routes from the roads lead directly to these settlements or farm structures. A large rectangular area in the lower left part of the image displays a distinct grid pattern of parallel lines, indicating an irrigated or recently plowed field."
caption_gt_0379,DEA_VLM_images/ga_ls8c_ard_3-x55y31-2020-patches/ga_ls8c_ard_3-x55y31-2020-r1tpqg9-2020-01-04-raw.png,r1tpqg9,"The image shows a landscape dominated by cultivated terrestrial vegetation in the lower half (bottom-left and bottom-right areas), with large, tan-colored cropland fields and a patchwork pattern suggesting intensive agricultural use. The upper half (top-left, top-right, and center areas) is primarily covered by natural terrestrial vegetation, appearing as a more textured, brownish-green surface with some irregular, darker patches indicating denser vegetation. There are small artificial surfaces in the bottom-left and bottom-right, likely associated with agricultural infrastructure or a small settlement. A few linear features, possibly road corridors, traverse the cropland, running diagonally and connecting artificial areas. The overall balance favors bare and cultivated surfaces in the lower part, with natural vegetation dominating the upper part. The image exhibits mostly brown and tan hues, with subtle greenish tones in vegetated areas. Land use is primarily cropland and natural vegetation, with some artificial surfaces and possible road infrastructure. A distinct boundary marks the sharp transition from cultivated cropland to natural vegetation, clearly demarcating managed agricultural land from undisturbed terrain. A long, straight road runs vertically near the left edge of the image."
caption_gt_0380,DEA_VLM_images/ga_ls8c_ard_3-x55y31-2020-patches/ga_ls8c_ard_3-x55y31-2020-r1sy7s6-2020-02-05-raw.png,r1sy7s6,"The image predominantly features natural bare surfaces, especially in the center and bottom-right areas, with extensive brown and tan hues indicating arid or sparsely vegetated land. Natural terrestrial vegetation, appearing as darker greenish-brown patches, is most visible in the top-left, top-right, and bottom-left areas, with cultivated terrestrial vegetation interspersed mainly in the top-left and top-right. A notable water body or wetland is present in the top-right, occupying a sizable area with grayish-blue tones, suggesting a shallow or partially dry water feature. A faint road corridor is visible, running from the bottom-left toward the upper center, providing a connection through the landscape. The balance tips toward bare surfaces, with vegetation concentrated around the image edges. The landscape use is mainly natural vegetation within a nature reserve, with some wetland presence and minor artificial features. The linear shadow or boundary intersects the edge of the water body or wetland in the top right, visually dividing the arid land from the moist area and emphasizing a distinct transition between these surface types."
caption_gt_0381,DEA_VLM_images/ga_ls8c_ard_3-x64y47-2020-patches/ga_ls8c_ard_3-x64y47-2020-rk1zfb9-2020-07-16-raw.png,rk1zfb9,"A small town or urban fabric area is present in the bottom-right, identifiable by a concentrated cluster of gray and white surfaces, likely buildings and streets. Road corridors, lighter in color, connect the urban area to the surrounding croplands, running primarily in a north-south and east-west direction. The balance of the landscape is heavily in favor of cultivated and vegetated surfaces, with artificial and bare surfaces being minor but notable components. The overall color palette features greens, browns, and some dark blue/black for water, with distinct geometric field boundaries suggesting irrigated agriculture. The image displays a landscape dominated by cultivated cropland in a patchwork pattern, with fields of varying shades of green and brown indicating different crop types or stages. A winding river, reflecting dark blue and black hues, flows from the left-center to the bottom-right, with several smaller water bodies and tributaries branching off, especially in the top-right and bottom-left areas. Natural terrestrial vegetation, appearing as dense dark green patches, is concentrated in the top-right and top-left corners, with some forested zones. Bare ground is visible in some lighter brown patches scattered among the croplands. The winding river forms a natural boundary that separates the cropland patchwork from the dense forested area in the upper-right corner."
caption_gt_0382,DEA_VLM_images/ga_ls8c_ard_3-x60y43-2020-patches/ga_ls8c_ard_3-x60y43-2020-r5xsgkm-2020-01-13-raw.png,r5xsgkm,"The image displays a landscape dominated by natural bare surfaces, especially in the top-left, bottom-left, bottom-right, and center areas, with some natural terrestrial vegetation mainly in the top-right. A winding river or stream is visible, entering from the top-center and curving toward the lower right, accompanied by a few small water bodies or ponds along its path. The river and water bodies appear as slightly darker or bluish-toned features compared to the surrounding terrain. There is evidence of cultivated terrestrial vegetation (cropland), likely present in patches near the river, although bare surfaces remain most prominent. The overall color palette is dominated by light brown and tan hues, indicating arid or semi-arid conditions, with only subtle hints of green in vegetated zones. Bare surfaces clearly outnumber vegetated areas, suggesting limited agricultural use focused near water sources. Several faint linear tracks or paths converge toward the river, indicating that these routes facilitate access to water or connect cultivated areas with the water source."
caption_gt_0383,DEA_VLM_images/ga_ls8c_ard_3-x60y43-2020-patches/ga_ls8c_ard_3-x60y43-2020-r5xspq2-2020-01-13-raw.png,r5xspq2,"A wide river flows from the left edge toward the bottom edge, curving through the lower part of the image; this is the dominant water body. The top-left area contains cultivated terrestrial vegetation, suggesting a patchwork of cropland. The top-right area is a mix of natural and cultivated vegetation, with more continuous green and brown hues. The bottom-left area features cultivated vegetation interspersed with natural bare surfaces, while the bottom-right area is dominated by natural vegetation and bare land, mostly light brown and green patches. The central area is primarily natural bare surface, showing lighter tan colors. Vegetation appears as muted greens, while bare surfaces are tan and brown. The landscape is a mosaic of cultivated fields, natural vegetation, and bare surfaces, with natural land dominating the right and central areas and cultivated land more prominent in the top-left and bottom-left. Overall, bare and vegetated surfaces are balanced, with cultivated land clustered mainly in the left half. Several dirt roads branch directly from the cultivated fields in the top-left and central areas, connecting them to the riverbank and providing access routes for agricultural activities."
caption_gt_0384,DEA_VLM_images/ga_ls8c_ard_3-x60y43-2020-patches/ga_ls8c_ard_3-x60y43-2020-r7842zj-2020-01-13-raw.png,r7842zj,"The image displays a predominantly brown and tan landscape with extensive natural bare surfaces interspersed with patches of natural terrestrial vegetation, especially in the top and right areas. A winding river, reflecting muted blue and gray hues, flows diagonally from the top-left toward the bottom-right, with its path marked by lighter, moist-looking soil and occasional water bodies along its course. In the top-left area, there is a small town or urban fabric, identifiable by a compact cluster of artificial surfaces and adjacent cultivated terrestrial vegetation, likely cropland. Road corridors connect this urban area to surrounding regions. The cultivated fields appear as lighter green or tan patches, primarily in the top-left and bottom-left. The central and right portions are dominated by natural bare surfaces with scattered vegetation, suggesting a semi-arid environment. Overall, bare surfaces are dominant, with vegetated and cultivated patches mostly in the top-left and bottom-left, while artificial areas are limited to the top-left urban cluster. The winding river serves as a natural boundary, separating the densely vegetated and cultivated areas in the top left from the barren, sparsely vegetated terrain that dominates the central and right portions of the image."
caption_gt_0385,DEA_VLM_images/ga_ls8c_ard_3-x56y35-2020-patches/ga_ls8c_ard_3-x56y35-2020-r4me4y8-2020-01-04-raw.png,r4me4y8,"The overall color is a reddish-brown hue, indicating arid or semi-arid conditions with limited vegetation. A narrow river or stream is faintly visible in the upper-central to top-right area, with its path extending diagonally, accompanied by at least two small water bodies nearby, though both are relatively minor in size. Bare surfaces clearly dominate the scene, with only scattered areas of vegetation, and the landscape is primarily used for natural and cultivated purposes with limited water resources. The image displays a landscape dominated by natural bare surface, with sparse patches of cultivated terrestrial vegetation mainly in the top-left and bottom-left areas, and some natural terrestrial vegetation in the top-right and bottom-right areas. The river or stream in the upper-central to top-right area serves as a connecting feature between the two small nearby water bodies and the faint network of unpaved roads, indicating access points or crossings where the roads approach or intersect the watercourse."
caption_gt_0386,DEA_VLM_images/ga_ls8c_ard_3-x56y35-2020-patches/ga_ls8c_ard_3-x56y35-2020-r4m9786-2020-01-04-raw.png,r4m9786,"The image predominantly features natural bare surfaces with light brown and reddish hues throughout the top-left, top-right, bottom-left, and bottom-right areas. A winding river or stream, appearing as a dark blue to black feature, runs horizontally through the central area, serving as the main water body. The river’s path separates the upper and lower portions of the image, and it is the only visible water body. The balance of the landscape is overwhelmingly dominated by bare surfaces, with the river providing a narrow, central contrast. Overall, the scene is characterized by arid bare land with a prominent, sinuous river in the center. The river closely follows the base of the elevated, shadow-casting terrain, demonstrating a direct relationship between the river’s meandering path and the adjacent cliffs or slopes."
caption_gt_0387,DEA_VLM_images/ga_ls8c_ard_3-x50y58-2020-patches/ga_ls8c_ard_3-x50y58-2020-rjb89vg-2020-02-13-raw.png,rjb89vg,"The image predominantly features natural terrestrial vegetation, appearing as extensive dark green areas across all regions. A large lake or pond, reflecting deep blue hues, is visible in the top-right area, with a small artificial surface—likely a small town—adjacent to it. Cultivated terrestrial vegetation, in lighter green patches, appears in the bottom-left and bottom-right areas, indicating agricultural activity. A road corridor, faintly visible as a linear feature, runs vertically near the right edge, connecting the artificial area to the southern parts. Urban fabric is limited to the top-right, with no major city features present. The landscape is dominated by vegetated surfaces, with bare surfaces minimal or absent. The overall color palette is dark to medium green with blue from water bodies and small beige or light patches for artificial surfaces. A network of faint linear paths or trails branches off from the main road corridor, extending into both natural and cultivated vegetation areas, providing access routes or minor connections between land uses. Small scattered white clouds are present across the central and left parts of the image."
caption_gt_0388,DEA_VLM_images/ga_ls8c_ard_3-x56y40-2020-patches/ga_ls8c_ard_3-x56y40-2020-r5j4hr5-2020-01-27-raw.png,r5j4hr5,"The image predominantly displays natural bare surfaces with scattered patches of cultivated terrestrial vegetation, especially in the top-left, top-right, and bottom-left areas, while the bottom-right and top-right also feature some natural terrestrial vegetation. A network of narrow, dark river or stream channels runs diagonally from the top-left to the bottom-right, occasionally widening into small water bodies. The water features are mostly concentrated in the central and lower portions of the image. The overall color palette is dominated by light brown and tan hues from bare ground, with some darker greenish or brownish tones where vegetation is present. There is a faint, linear feature indicative of a road corridor crossing the central and top-right areas. Bare surfaces clearly dominate the landscape, with vegetated areas being minor and patchy. The land use is mainly natural with limited cultivation, shaped by the presence of watercourses and minimal artificial infrastructure. The bright, rectangular structure near the top center is directly connected to the faint linear road corridor, indicating accessible infrastructure that links the building or compound to the surrounding landscape."
caption_gt_0389,DEA_VLM_images/ga_ls8c_ard_3-x54y48-2020-patches/ga_ls8c_ard_3-x54y48-2020-rh71zpn-2020-01-16-raw.png,rh71zpn,"The top-left area contains a small town or urban fabric with artificial surfaces and some cultivated terrestrial vegetation, characterized by a dense, light-colored cluster. Several narrow, dark river or stream channels are visible, mainly flowing from the top-left toward the center and lower parts of the image, with no large lakes or ponds apparent; these water bodies are small and linear. The dominant land cover across the image is natural bare surface, especially in the center and bottom-right, with extensive reddish-brown hues. Patches of natural terrestrial vegetation are visible in the top-right and bottom-right, showing muted greenish tones, while cultivated vegetation appears as scattered, irregular lighter patches, mostly near the top and left edges. Road corridors are faintly visible connecting the urban area toward the center and possibly extending rightward. The landscape is primarily bare with sparse vegetation, and artificial areas are limited to the top-left, suggesting a balance strongly favoring bare surfaces with localized urban and cultivated land use. Several narrow, dark river or stream channels visibly converge toward the wide, reddish linear feature near the center, indicating a hydrological connection between these watercourses and the unpaved track."
caption_gt_0390,DEA_VLM_images/ga_ls8c_ard_3-x66y34-2020-patches/ga_ls8c_ard_3-x66y34-2020-r6kt63s-2020-01-09-raw.png,r6kt63s,"The image displays a landscape dominated by cultivated terrestrial vegetation, particularly in the bottom and central areas, interspersed with patches of natural terrestrial vegetation, especially in the top-left, top-right, and center. A winding river, reflecting dark blue-green hues, flows from the bottom-left to the bottom-right. Artificial surfaces, including a small town or urban fabric, are visible near the bottom edge, adjacent to the river, with lighter-colored clusters indicating built-up areas. Several road corridors traverse the landscape, connecting the urban area in the bottom to other parts, running primarily north-south and east-west. There are also signs of irrigated field patterns within cultivated zones, with some geometric plots visible. The color palette is predominantly brown and green, with bare ground patches scattered throughout, indicating a balance between cropland, bare surfaces, and vegetated areas. Overall, the landscape use is a mix of agriculture, urban settlement, natural vegetation, and water management. The branching drainage channels in the central and upper portions visibly converge and feed into the main winding river near the bottom, forming a connected watershed system. A network of narrow, branching drainage channels or small streams is clearly visible across the central and upper portions of the image."
caption_gt_0391,DEA_VLM_images/ga_ls8c_ard_3-x66y34-2020-patches/ga_ls8c_ard_3-x66y34-2020-r6k7xuj-2020-01-09-raw.png,r6k7xuj,"The image displays a landscape dominated by cultivated terrestrial vegetation, especially concentrated in the center and radiating outward in irregular patches, interspersed with natural terrestrial vegetation that appears darker green, particularly along the edges (top-left, top-right, bottom-left, and bottom-right). Several narrow river or stream corridors meander through the area, primarily following the valleys and contributing to a network of water bodies that are small and dispersed. The central area contains artificial surfaces, likely representing a small town or urban fabric, with lighter-toned patches compared to the surrounding fields. Bare ground is present in limited patches within the cultivated zones. A road corridor is faintly visible, connecting the central artificial area to the outskirts, mostly running in a southwest-northeast direction. Some small water bodies or basins can be seen near the center. Overall, the landscape is a mosaic of cropland and natural vegetation, with cultivated land being more dominant in the center and natural vegetation encircling the periphery. The color palette is mostly brownish for cropland and bare surfaces, with dark green hues marking the forested or vegetated areas, and occasional blueish tones where water bodies are present. Several stream corridors visibly converge near the central artificial area, demonstrating that water bodies and infrastructure are closely interlinked at the town's core. A distinct cluster of bright, reflective structures—industrial facilities or large warehouses—is visible near the central artificial area, standing out due to their size and brightness compared to the surrounding urban fabric."
caption_gt_0392,DEA_VLM_images/ga_ls8c_ard_3-x64y47-2020-patches/ga_ls8c_ard_3-x64y47-2020-rk643gd-2020-05-29-raw.png,rk643gd,"The image displays several islands surrounded by a vast, dark blue water body, with the largest island located in the center. The central and top-right areas feature a mix of dense natural terrestrial vegetation (appearing dark green), extensive natural bare surfaces (light tan, likely sandy beaches), and patches of natural aquatic vegetation along the coastline and shallow waters. Smaller islands and outcrops are visible around the edges, especially in the bottom-left and top-left areas, where water and aquatic vegetation dominate. The landscape is characterized by a strong balance between vegetated areas and bare sandy surfaces, with clear coastal and beach land use, reflecting a predominantly natural environment with visible beaches and coastline patterns. A continuous strip of sandy beach physically connects the central island to a smaller adjacent island on its southwestern side, forming a natural land bridge across shallow turquoise waters. A shallow turquoise lagoon lines the inner shoreline of the largest island, contrasting with the surrounding darker blue waters."
caption_gt_0393,DEA_VLM_images/ga_ls8c_ard_3-x56y40-2020-patches/ga_ls8c_ard_3-x56y40-2020-r5j3bhf-2020-01-27-raw.png,r5j3bhf,"The image shows a predominantly bare landscape with extensive natural bare surfaces, especially in the centre and bottom-left areas, indicated by light tan and sandy hues. Some natural terrestrial vegetation is present in the top-left, top-right, and bottom-right areas, appearing as faint patches of muted green. A river or stream, visible as a branching dark line, flows from the left towards the center and lower parts of the image, with several smaller water bodies or ponds nearby, each relatively small compared to the total area. Vegetation is limited and scattered, while bare surfaces dominate the scene. The overall color palette is light brown and tan, with darker streaks marking water channels and slight greenish tones where vegetation occurs. The landscape use is primarily natural, with minimal signs of human alteration. The river or stream branches converge and connect directly with the small water bodies or ponds, forming a visible hydrological network across the landscape. A distinct reddish-orange patch is visible in the upper right portion of the image, contrasting sharply with the surrounding tan and sandy hues."
caption_gt_0394,DEA_VLM_images/ga_ls8c_ard_3-x61y41-2020-patches/ga_ls8c_ard_3-x61y41-2020-r727kd4-2020-01-06-raw.png,r727kd4,"The image displays a landscape dominated by natural bare surfaces, especially in the center and bottom-right areas, with extensive patches of cultivated terrestrial vegetation visible in the top-left, top-right, and bottom-left regions. Natural terrestrial vegetation is also present in the top-right and bottom-right areas, forming irregular patches. A few small, winding river or stream segments are visible, mostly in the bottom half, appearing as narrow, dark blue or grayish lines. There are several faint road corridors running diagonally and horizontally, particularly in the top-left area. The overall color palette is dominated by reddish-brown and tan hues, typical of bare ground and sparse vegetation, with some darker greenish patches where vegetation is denser. The balance in the image is tilted toward bare ground, interspersed with cropland and limited artificial surfaces, reflecting a landscape primarily used for agriculture and possibly grazing, with minimal urban development. A network of straight boundary lines, marking property or field divisions, intersects and segments both the natural and cultivated areas, creating a patchwork pattern across the landscape. Several small, irregularly shaped white patches are scattered throughout the central and right portions of the image, indicating areas of exposed soil, rock, or salt deposits."
caption_gt_0395,DEA_VLM_images/ga_ls8c_ard_3-x61y41-2020-patches/ga_ls8c_ard_3-x61y41-2020-r727q7d-2020-01-06-raw.png,r727q7d,"The satellite image displays a predominantly bare landscape with extensive natural bare surfaces across the center and much of the top-left, bottom-left, and bottom-right areas, appearing in shades of light brown and tan. Cultivated terrestrial vegetation and cropland are mainly found in the top-left, top-right, and bottom-left areas, with irregular patches of greenish hues indicating agricultural activity. Natural terrestrial vegetation, characterized by darker green tones, is most evident in the top-right and bottom-right areas. A small water body, likely a pond or a narrow river segment, is visible near the center, with a blue or dark reflection. There is a faint road corridor crossing from the top-left toward the center, connecting to a small artificial surface or urban fabric, possibly a small town, located slightly above the image center. The overall landscape is dominated by bare ground, with vegetated and cultivated patches interspersed, and minimal urban or artificial development. A network of faint tracks or pathways branches out from the small artificial surface near the center, linking it with the surrounding cultivated and bare areas. A distinct linear feature, identified as a road corridor, runs diagonally from the top left toward the center of the image, creating a sharp boundary between differently textured surface areas."
caption_gt_0396,DEA_VLM_images/ga_ls8c_ard_3-x61y41-2020-patches/ga_ls8c_ard_3-x61y41-2020-r72e2hf-2020-01-06-raw.png,r72e2hf,"The image shows a landscape dominated by reddish-brown hues, indicating extensive bare surfaces, especially in the center and bottom-right areas. A river or stream, reflecting muted blue and brown shades, meanders from the top-right to the center and bottom-left, marking the main water body. Vegetated areas are scattered, with natural terrestrial vegetation mainly in the top-right and bottom-right, appearing as darker greenish patches, and cultivated vegetation more prominent in the top-left and bottom-left, forming irregular patterns. A faint road corridor traverses the landscape, connecting the top-left with other sections, running roughly from the top-left toward the center. The landscape is primarily a mix of bare and vegetated surfaces, with bare ground being slightly more dominant. The overall land use reflects a combination of natural vegetation, agriculture, and limited artificial development. The faint road corridor intersects the grid-like settlement near the center-bottom, providing direct access between the road network and the clustered buildings."
caption_gt_0397,DEA_VLM_images/ga_ls8c_ard_3-x62y30-2020-patches/ga_ls8c_ard_3-x62y30-2020-r3dwkgd-2020-05-07-raw.png,r3dwkgd,"The image displays a landscape dominated by a mix of cultivated terrestrial vegetation (bright green patches) and natural terrestrial vegetation (darker green, especially in the top-right and bottom-right areas). Bare surfaces, appearing as dark brown to nearly black zones, are most prominent in the bottom-left and bottom-right. A small urban area or town, characterized by lighter artificial surfaces, is visible in the top-left. A river or stream, likely reflecting blue or gray hues, meanders through the central and left areas, flanked by vegetated land and possibly influencing some irrigated field patterns. A road corridor can be seen connecting the urban area in the top-left toward the central region. Water bodies are limited to the river/stream. Vegetation is concentrated in the central and top-right, while bare surfaces are more extensive in the bottom regions. The overall balance is a mosaic of cultivated and natural vegetation interspersed with patches of bare ground and a small artificial area, with landscape use primarily agricultural and natural, punctuated by minor urban development and transportation links. The cultivated fields in the central area are directly adjacent to and bordered by patches of natural vegetation, creating a visible interface between managed and wild landscapes."
caption_gt_0398,DEA_VLM_images/ga_ls8c_ard_3-x62y30-2020-patches/ga_ls8c_ard_3-x62y30-2020-r3dmz3u-2020-05-07-raw.png,r3dmz3u,"The image displays a predominantly green landscape, indicating extensive cultivated and natural terrestrial vegetation throughout. Water bodies, likely rivers or streams, are visible, especially in the top-left, bottom-left, and bottom-right areas, with narrow, winding patterns suggesting river corridors and possibly small ponds. Artificial surfaces, including a small town or open pit mine area, are mainly found in the center and bottom-right, with a distinct open-pit mine visible near the center. Bare ground patches are scattered, especially in the bottom-left and around the mine. Road corridors are faintly visible, connecting urban and industrial features, mostly running from the center to the bottom and right. The dominant land cover is vegetated, with cropland interspersed, while artificial and bare surfaces are localized. The overall color palette is green with patches of brown and gray, indicating vegetated areas, bare surfaces, and artificial structures. The landscape reflects a mix of agricultural, industrial, and natural reserve uses, with a balance leaning toward vegetated surfaces. A network of narrow access roads connects the open-pit mine in the center to the surrounding agricultural fields and the nearby town, facilitating transportation between industrial, rural, and residential zones."
caption_gt_0399,DEA_VLM_images/ga_ls8c_ard_3-x62y30-2020-patches/ga_ls8c_ard_3-x62y30-2020-r3dte3p-2020-05-07-raw.png,r3dte3p,"The image shows a landscape dominated by natural terrestrial vegetation, appearing as dark green patches, particularly in the top-left and central areas. Extensive natural bare surfaces, seen as brownish or dark brown regions, are present mainly in the top-right, bottom-left, bottom-right, and center, indicating a rugged or sparsely vegetated terrain. The balance of the landscape is skewed toward bare surfaces and natural vegetation. The overall color pattern is a mix of dark green for vegetation, brown for bare surfaces. The landscape use is mainly natural."
caption_gt_0400,DEA_VLM_images/ga_ls8c_ard_3-x54y29-2020-patches/ga_ls8c_ard_3-x54y29-2020-r1kr7tv-2020-02-05-raw.png,r1kr7tv,"The image displays a landscape dominated by cultivated terrestrial vegetation, particularly in the bottom and central areas, where large, light brown to tan rectangular and circular fields are visible, indicating extensive cropland use and some irrigated field patterns. In the top part of the image, a broad, dark green zone represents natural terrestrial vegetation, likely a nature reserve. Scattered within the cropland are patches of natural bare surface, especially in the bottom-left and bottom-right areas, visible as lighter, almost beige sections. Several small water bodies and wetlands, appearing as dark green to black spots, are interspersed among the fields, especially near the center and bottom-right. A small artificial surface, possibly a small town or farmstead, is present in the top-left area, identifiable by a cluster of brighter, irregular shapes. A faint road corridor runs across the image, connecting cultivated and artificial areas, most visible as thin, light lines. Overall, cultivated land is dominant, with significant patches of natural vegetation in the north and minor artificial surfaces, while bare surfaces are scattered throughout the cropland. The landscape’s color palette transitions from dark green in the north to tan and beige in the cultivated and bare areas. A network of faint linear tracks or paths links several cropland fields to the central cluster of bright white spots, indicating a functional connection for transport or access between the storage area and the surrounding agricultural parcels."
caption_gt_0401,DEA_VLM_images/ga_ls8c_ard_3-x45y53-2020-patches/ga_ls8c_ard_3-x45y53-2020-qvj21zb-2020-01-26-raw.png,qvj21zb,"The image displays a landscape dominated by natural terrestrial vegetation and extensive natural bare surfaces, primarily in shades of brown and muted green. A prominent river or stream, reflecting darker greenish-blue hues, flows vertically through the center-right of the image, serving as the main water body and delineating the central area. Vegetation appears more concentrated along the river corridor, while the surrounding areas—especially the top-left, bottom-left, and bottom-right—feature larger expanses of bare surface interspersed with patches of vegetation. Urban fabric and water plant features are only minor artificial presence around centre. Overall, the landscape is a mosaic of bare and vegetated surfaces with natural features dominating, and water bodies concentrated along the central river channel. A network of faint, narrow tracks or paths connects the cluster of bright white structures near the river to more distant areas, indicating access routes or movement corridors across the landscape. A small cluster of bright white structures, indicative of buildings or man-made installations, is visible near the river toward the upper center-right of the image."
caption_gt_0402,DEA_VLM_images/ga_ls8c_ard_3-x62y30-2020-patches/ga_ls8c_ard_3-x62y30-2020-r3f21cr-2020-09-28-raw.png,r3f21cr,"The image shows a landscape with dominant cultivated terrestrial vegetation in the top-left and bottom-left areas, visible as vibrant green patches, and natural terrestrial vegetation interspersed with bare surfaces in the top-right, bottom-right, and central areas, where the colors shift to darker greens and browns. Artificial surfaces, likely a small town or settlement, are present in the top-left area. Road corridors, visible as light linear features, connect various parts of the image and link the artificial areas, running primarily from the top-left toward the center and branching out. Vegetated surfaces dominate the top and left, while bare surfaces are more extensive in the center and right. The overall balance favors vegetation, especially cropland in the northwest, with natural bare areas increasing toward the center and east. The landscape use reflects a mix of agriculture, natural vegetation, water resources, and rural infrastructure. A network of smaller paths or tracks branches off from the main road corridors, connecting isolated patches of cultivated land and settlements with the surrounding natural and bare areas. Small scattered white clouds dot the landscape, casting shadows on the ground."
caption_gt_0403,DEA_VLM_images/ga_ls8c_ard_3-x62y30-2020-patches/ga_ls8c_ard_3-x62y30-2020-r3dr682-2020-05-07-raw.png,r3dr682,"The image displays a landscape dominated by a mix of cultivated terrestrial vegetation, especially in the top-left, bottom-left, and center areas, and natural terrestrial vegetation in the top-right and bottom-right. Patches of bare ground are visible, particularly in the bottom-left, bottom-right, and center, interspersed with vegetated areas. Several water bodies are present, with a narrow river or stream winding from the top-right toward the lower parts of the image, along with small ponds scattered mainly in the central and lower areas. A small artificial area, likely a small town, is located in the top-left, identifiable by its lighter, structured pattern. Road corridors are faintly visible, connecting the artificial surface in the top-left and running toward the center and lower right, following the vegetated and bare surface boundaries. The overall color palette is a mix of dark and medium greens for forests and fields, with brown and tan hues marking bare ground and artificial surfaces. Vegetated surfaces are slightly more dominant than bare ground, and cultivated fields appear irregularly shaped without clear evidence of irrigated field patterns. The landscape use is primarily agricultural and natural, with minor urban and infrastructural features. The narrow river or stream in the top right runs parallel to a road corridor for a significant distance, indicating coordinated routing of transportation and water infrastructure through the landscape."
caption_gt_0404,DEA_VLM_images/ga_ls8c_ard_3-x62y30-2020-patches/ga_ls8c_ard_3-x62y30-2020-r3dq56c-2020-08-27-raw.png,r3dq56c,"The image shows a landscape dominated by dark green and brown hues, with extensive natural terrestrial vegetation and bare surfaces, especially in the center and bottom-right areas. The top-left area contains patches of cultivated terrestrial vegetation. The top-right features a mix of natural and cultivated vegetation. Road corridors can be seen, particularly in the top-left and extending toward the bottom-left, connecting the artificial surface to other areas. The landscape is primarily a mix of natural vegetation and bare ground, with cultivated land more concentrated in the top-left and top-right. Overall, natural vegetation is dominant, especially in the eastern and southern parts, while bare ground is extensive in the center and bottom-right. The color contrast highlights the cultivated and artificial surfaces against the darker natural terrain. The winding light-colored trail links the cultivated patches in the top-left with the bare ground and natural vegetation zones in the center and bottom-left, serving as a connector between human-modified and natural landscapes."
caption_gt_0405,DEA_VLM_images/ga_ls8c_ard_3-x54y29-2020-patches/ga_ls8c_ard_3-x54y29-2020-r1krjdr-2020-02-05-raw.png,r1krjdr,"The image displays a landscape dominated by cultivated terrestrial vegetation, especially in the form of rectangular and circular cropland fields, which appear in various shades of brown and tan, indicating dry conditions. Several circular irrigated field patterns are visible, mainly in the top-left and top-right areas, appearing as green patches. There are multiple dry water bodies: a large, dark water body (possibly a wetland or lake) is centrally located, with a few smaller ponds or lakes nearby, mainly in the top half of the image. Natural bare surfaces are scattered throughout, particularly in the center and bottom-left, appearing as lighter brown patches. Some areas of natural terrestrial vegetation are present, especially in the top-right and bottom-right, with darker green hues. A faint road corridor can be seen crossing the fields, mainly in the bottom and center, linking different cropland areas. The overall landscape is a mosaic of cropland and bare surfaces, with water bodies and patches of natural vegetation providing contrast. A narrow dirt track directly connects the cluster of white or light-colored buildings near the center-right edge of the large central dark water body to the adjacent cropland fields."
caption_gt_0406,DEA_VLM_images/ga_ls8c_ard_3-x54y29-2020-patches/ga_ls8c_ard_3-x54y29-2020-r1kxjtc-2020-02-05-raw.png,r1kxjtc,"The image shows a landscape dominated by cultivated terrestrial vegetation in a patchwork pattern of rectangular fields, interspersed with areas of natural bare surfaces. There are some scattered patches of natural terrestrial vegetation, especially towards the left and bottom-left areas. Several small water bodies and wetlands are visible, mainly as darker spots in the fields, with the largest ones located in the right and bottom-right sections. A road corridor runs diagonally from the bottom-left towards the center, connecting a small town or artificial surface cluster in the bottom-left area. The overall color palette is light brown and tan, indicating a prevalence of bare ground and dry cropland, with occasional darker green hues representing vegetated patches and blueish tones in water bodies. The balance of the landscape leans heavily towards bare and cultivated surfaces, with natural vegetation and water bodies being less extensive. The diagonal road corridor serves as a boundary separating areas of dense natural vegetation from predominantly cultivated fields."
